538017.803931314	8538394.37470007	-6392.33308581226
536829.227701424	8536511.64663759	-6228.78563487816
535903.626643524	8535170.92501215	-6168.46228459726
534821.529889826	8533516.85634169	-6001.75692345226
535819.465552895	8535052.00855854	-6161.21343993707
533451.354004719	8531569.06983718	-5872.36891549951
530388.674230889	8527416.85221846	-5450.46275385238
530251.517579224	8527151.05639771	-5484.13223986881
529300.751910941	8523410.13691556	-5177.38173450971
527864.426269004	8519217.87858283	-4832.93339514806
528593.315401731	8521000.04656286	-4868.90821917846
527775.757496128	8518964.75311156	-4811.45455111095
527014.080620789	8516872.57596679	-4610.36014770693
526225.021974140	8514776.46265815	-4436.66565479292
524577.708047566	8510476.25880267	-4056.03035359523
524390.968278704	8509802.15110946	-4057.21174606135
523565.372221379	8505953.23415197	-3811.77594751813
523237.501281291	8504385.41321677	-3719.84500142991
522682.272318951	8502179.03838035	-3682.61678140222
522468.234589009	8500972.43000050	-3750.29561613161
522186.589165967	8498032.33424361	-3696.61258803672
522157.351756110	8496500.87764502	-3807.58736360925
522282.790493304	8494017.65770980	-3833.29620174126
522302.727061475	8493519.43565681	-3832.88312599295
522306.528569793	8489688.51764963	-3972.33579587137
522312.291172297	8488765.42209800	-4010.93610320370
522432.052369226	8485124.90380307	-4065.96011292156
522414.408463977	8483372.69469486	-4019.63480573447
522294.250858610	8481165.54551021	-4065.40729836447
522057.098286820	8477883.07320478	-4080.12683757381
521997.833481397	8476286.48491207	-4031.05685679240
521981.965993600	8474563.40340218	-4030.21928093153
521981.593629004	8471517.28147622	-4003.28515028139
521979.554470242	8471108.88486653	-3997.50358019190
521917.665644521	8468369.27670963	-4001.53302573973
521894.623645654	8463734.06546151	-4103.23656582662
521904.233009642	8463268.29338918	-4103.40147294439
522135.735926583	8459611.68533663	-4293.65416182990
522259.626243771	8458680.28006141	-4285.58487173709
522804.357986102	8455720.30172947	-4421.32256290028
523261.101150608	8453101.44319928	-4514.47457563626
523486.985491233	8451205.40442971	-4684.90613329888
523621.696380392	8450262.71773450	-4790.60826671256
524463.734951154	8445991.16464260	-5010.76375941672
